id,x,y,z,yaw,pitch,roll
84,1701.84,992.588,0,-2.12135,-0.0222808,-0.00530195
85,1701.74,992.409,0,-2.12228,-0.0216105,-0.00597585
86,1701.66,992.333,0,-2.12157,-0.0193444,-0.0125676
87,1701.45,992.006,0,-2.11899,-0.01664,-0.0151679
88,1701.33,991.779,0,-2.12263,-0.0201601,-0.0123726
89,1701.17,991.591,0,-2.12681,-0.0203511,-0.0114567
90,1700.99,991.266,0,-2.12283,-0.0176596,-0.0141769
91,1700.7,990.778,0,-2.12489,-0.0198597,-0.0129312
92,1700.59,990.611,0,-2.12551,-0.0188251,-0.0121729
93,1700.51,990.454,0,-2.12885,-0.0174513,-0.0145574
94,1700.28,990.112,0,-2.12865,-0.0196239,-0.010506
95,1700.12,989.889,0,-2.13214,-0.0199368,-0.0105118
96,1699.93,989.7,0,-2.13517,-0.0184437,-0.0111173
97,1699.84,989.472,0,-2.13777,-0.0165592,-0.0146066
98,1699.68,989.215,0,-2.13805,-0.0175171,-0.0127721
99,1699.53,988.978,0,-2.14126,-0.0181019,-0.013654
100,1699.38,988.742,0,-2.14363,-0.0196415,-0.0139147
101,1699.16,988.473,0,-2.14729,-0.0175071,-0.0129479
102,1698.86,987.961,0,-2.14598,-0.0175063,-0.0124021
103,1698.81,987.911,0,-2.15055,-0.0174158,-0.0140905
104,1698.65,987.762,0,-2.15265,-0.0186221,-0.0173915
105,1698.52,987.512,0,-2.15432,-0.0190989,-0.0190172
106,1698.46,987.373,0,-2.155,-0.00329041,-0.00919987
107,1698.36,987.23,0,-2.1579,-0.003604,-0.00508286
108,1698.15,986.958,0,-2.15964,-0.00365131,-0.0100939
109,1697.85,986.507,0,-2.16147,-0.0093052,-0.00995137
110,1697.7,986.264,0,-2.16314,-0.0116146,-0.00944245
111,1697.55,986.101,0,-2.16702,-0.00803722,-0.00288103
112,1697.54,985.995,0,-2.16572,-0.00414711,-0.004232
113,1697.25,985.62,0,-2.16643,-0.00270772,-0.0121698
114,1697.11,985.494,0,-2.16993,-0.0042263,-0.00961634
115,1696.97,985.246,0,-2.17246,-0.00271272,-0.0119641
116,1696.93,985.116,0,-2.17311,-0.00477286,-0.00574102
117,1696.81,984.968,0,-2.17858,-0.00600304,-0.00059033
118,1696.74,984.909,0,-2.18021,-0.00635146,0.00125946
119,1696.42,984.439,0,-2.18076,-0.00543921,-0.00269402
120,1696.3,984.213,0,-2.18283,-0.00641557,0.00119031
121,1696.11,983.968,0,-2.18509,-0.00434135,0.0034422
122,1696.09,983.943,0,-2.18712,-0.00530744,0.00215006
123,1695.88,983.678,0,-2.18593,-0.00476586,-0.0181172
124,1695.59,983.323,0,-2.18964,-0.00810644,-0.0225473
125,1695.59,983.205,0,-2.19279,-0.00612378,0.00269874
126,1695.47,983.04,0,-2.19291,-0.00899147,8.83104e-05
127,1695.32,982.879,0,-2.19561,-0.00593361,0.00597272
128,1695.1,982.631,0,-2.19591,-0.00909591,-0.00340439
129,1694.72,982.164,0,-2.20005,-0.0209418,0.000458047
130,1694.68,982.095,0,-2.20208,-0.0214328,0.00283115
131,1694.72,982.128,0,-2.20243,-0.0197115,0.0065489
132,1694.36,981.608,0,-2.20188,-0.0219401,0.00459352
133,1694.22,981.381,0,-2.20276,-0.0184982,0.0134466
134,1694,981.296,0,-2.20745,-0.0188124,0.00881814
135,1693.91,981.177,0,-2.20718,-0.0178918,0.00679857
136,1693.97,981.166,0,-2.20734,-0.0185196,0.0179736
137,1693.57,980.617,0,-2.20822,-0.0184607,0.0218875
138,1693.49,980.468,0,-2.20885,-0.0170254,0.0212567
139,1693.3,980.238,0,-2.20878,-0.0171811,0.0214448
140,1693.22,980.126,0,-2.20997,-0.0173987,0.021491
141,1693.04,979.962,0,-2.21051,-0.0182178,0.020821
142,1693.01,979.892,0,-2.20988,-0.0185325,0.0161874
143,1692.97,979.832,0,-2.2087,-0.0191772,0.0179796
144,1692.71,979.594,0,-2.20893,-0.0181536,0.00884454
145,1692.4,979.191,0,-2.20844,-0.0177087,0.00969724
146,1692.43,979.223,0,-2.20862,-0.0195634,0.0149341
147,1692.11,978.8,0,-2.2079,-0.0192009,0.0104167
148,1692.05,978.707,0,-2.20785,-0.0188639,0.0167329
149,1691.89,978.381,0,-2.2063,-0.0189642,0.0166847
150,1691.77,978.221,0,-2.20669,-0.0205809,0.0151959
151,1691.61,978.079,0,-2.20386,-0.0207338,0.0126983
152,1691.52,977.835,0,-2.20255,-0.0213506,0.0275192
153,1691.23,977.461,0,-2.20171,-0.0171484,0.0261002
154,1691.1,977.21,0,-2.20018,-0.0151453,0.0238777
155,1691.02,977.077,0,-2.19866,-0.0181441,0.0315806
156,1690.81,976.814,0,-2.19799,-0.0147887,0.028689
157,1690.67,976.62,0,-2.1965,-0.0165044,0.0315202
158,1690.48,976.315,0,-2.19453,-0.0159246,0.0254222
159,1690.36,976.177,0,-2.19316,-0.0180823,0.0294676
160,1690.23,975.913,0,-2.19204,-0.0165491,0.0298158
161,1689.98,975.61,0,-2.19093,-0.0161496,0.0257911
162,1689.97,975.568,0,-2.18746,-0.0185531,0.0271865
163,1689.87,975.406,0,-2.1858,-0.0188401,0.0294749
164,1689.7,975.192,0,-2.18471,-0.0203918,0.0303408
165,1689.52,975,0,-2.18213,-0.0181998,0.0269283
166,1689.42,974.803,0,-2.17987,-0.0180455,0.0284126
167,1689.29,974.558,0,-2.17854,-0.0168712,0.0275905
168,1689.15,974.359,0,-2.17641,-0.0179728,0.0289017
169,1689.04,974.246,0,-2.17181,-0.0217949,0.00970459
170,1688.82,973.982,0,-2.1717,-0.0198972,0.00584652
171,1688.61,973.763,0,-2.16941,-0.0205668,0.00539296
172,1688.43,973.517,0,-2.16955,-0.0197795,0.00508008
173,1688.37,973.359,0,-2.16697,-0.0172817,-0.0042416
174,1688.35,972.943,0,-2.17612,-0.0164214,-0.00636624
175,1688.26,972.799,0,-2.17468,-0.0174034,-0.00416969
176,1688.1,972.518,0,-2.17305,-0.0193477,-0.00668777
177,1687.97,972.289,0,-2.16982,-0.0200232,-0.00705598
178,1687.87,972.204,0,-2.16872,-0.0170336,-0.00953
179,1687.65,971.946,0,-2.1662,-0.0215266,-0.0133589
180,1687.51,971.73,0,-2.16701,-0.0233818,-0.0124681
181,1687.38,971.587,0,-2.16447,-0.0218353,-0.0157781
182,1687.23,971.393,0,-2.16531,-0.0236078,-0.0166527
183,1687.1,971.171,0,-2.16387,-0.0242754,-0.0130608
184,1686.97,970.973,0,-2.16223,-0.0239028,-0.0154318
185,1686.83,970.742,0,-2.16084,-0.0257826,-0.0138332
186,1686.77,970.683,0,-2.15911,-0.0217508,-0.0150973
187,1686.67,970.531,0,-2.15737,-0.024553,-0.0122037
188,1686.5,970.286,0,-2.15671,-0.0237419,-0.0110805
189,1686.38,970.124,0,-2.15429,-0.0217586,-0.0122534
190,1686.28,970.006,0,-2.15452,-0.0246466,-0.0115745
191,1686.2,969.829,0,-2.15241,-0.023304,-0.0107517
192,1685.97,969.558,0,-2.1529,-0.0218905,-0.0126344
193,1685.81,969.368,0,-2.15241,-0.0240264,-0.0129236
194,1685.73,969.205,0,-2.1514,-0.0230228,-0.0126779
195,1685.7,969.103,0,-2.14891,-0.0237524,-0.0127961
196,1685.51,968.829,0,-2.1481,-0.0233917,-0.0112464
197,1685.41,968.694,0,-2.14721,-0.0226826,-0.0125521
198,1685.26,968.54,0,-2.14679,-0.0242747,-0.0120823
199,1685.14,968.356,0,-2.14462,-0.0191602,-0.0268311
200,1685.04,968.139,0,-2.14453,-0.0231505,-0.0130363
201,1684.99,968.075,0,-2.14186,-0.0226006,-0.0128995
202,1684.88,967.906,0,-2.13957,-0.0183133,-0.0264516
203,1684.8,967.792,0,-2.13717,-0.0180554,-0.0278954
204,1684.7,967.64,0,-2.13715,-0.0181885,-0.0293901
205,1684.58,967.45,0,-2.13581,-0.0178758,-0.0269662
206,1684.49,967.295,0,-2.13417,-0.0183074,-0.0296003
207,1684.37,967.063,0,-2.1329,-0.0183704,-0.026877
208,1684.23,966.917,0,-2.13229,-0.0178586,-0.0250847
209,1684.17,966.704,0,-2.12958,-0.0195357,-0.0207558
210,1684.02,966.556,0,-2.12902,-0.0187931,-0.0230285
211,1683.89,966.31,0,-2.12847,-0.0217364,-0.0189745
212,1683.79,966.112,0,-2.12651,-0.0194844,-0.0210002
213,1683.69,965.991,0,-2.12395,-0.0201818,-0.0236774
214,1683.55,965.827,0,-2.12505,-0.0206079,-0.0223036
215,1683.45,965.573,0,-2.12224,-0.0229914,-0.0162531
216,1683.42,965.446,0,-2.12092,-0.0232547,-0.0154529
217,1683.26,965.242,0,-2.12028,-0.026737,-0.00930759
218,1683.2,965.096,0,-2.11878,-0.0256103,-0.00958307
219,1683.14,965.006,0,-2.1181,-0.024806,-0.00639719
220,1683.02,964.736,0,-2.11738,-0.0262718,-0.0067424
221,1682.86,964.579,0,-2.11372,-0.0233327,-0.0232792
222,1682.76,964.308,0,-2.11245,-0.0232105,-0.0233901
223,1682.61,964.13,0,-2.1133,-0.0234072,-0.0153341
224,1682.52,963.946,0,-2.11141,-0.0248907,-0.0162014
225,1682.32,963.661,0,-2.11327,-0.0236756,-0.0172975
226,1682.19,963.487,0,-2.11113,-0.0209046,-0.0212594
227,1682.07,963.344,0,-2.11142,-0.0192574,-0.0254251
228,1682.03,963.221,0,-2.10783,-0.0182211,-0.0240712
229,1681.83,962.906,0,-2.10793,-0.0206899,-0.02315
230,1681.68,962.692,0,-2.10926,-0.0208122,-0.0237909
231,1681.47,962.389,0,-2.1102,-0.0207712,-0.0248158
232,1681.32,962.087,0,-2.10953,-0.0205628,-0.0252241
233,1681.15,961.837,0,-2.10973,-0.0211869,-0.0237828
234,1681.05,961.745,0,-2.10995,-0.0190796,-0.0274547
235,1680.93,961.359,0,-2.10661,-0.0206799,-0.026164
236,1680.84,961.212,0,-2.10701,-0.0164457,-0.0278415
237,1680.66,960.999,0,-2.1071,-0.0184252,-0.026423
238,1680.48,960.701,0,-2.10696,-0.0198965,-0.0277063
239,1680.39,960.509,0,-2.10644,-0.0200139,-0.0257193
240,1680.25,960.321,0,-2.10741,-0.0195874,-0.0250571
241,1680.03,960.103,0,-2.11049,-0.0149476,-0.0289175
242,1679.93,959.797,0,-2.10914,-0.0163773,-0.027422
243,1679.78,959.519,0,-2.10906,-0.013935,-0.0370725
244,1679.69,959.356,0,-2.11025,-0.0128104,-0.034144
245,1679.53,959.121,0,-2.11158,-0.00783491,-0.0303127
246,1679.33,958.844,0,-2.11298,-0.000539403,-0.033796
247,1679.23,958.604,0,-2.1128,0.00637182,-0.0305342
248,1679.03,958.365,0,-2.11323,-0.000372509,-0.0395545
249,1678.89,958.164,0,-2.11274,0.000901901,-0.0433385
250,1678.71,957.855,0,-2.11436,-0.00559543,-0.0395876
251,1678.6,957.666,0,-2.11606,-0.00599917,-0.0375695
252,1678.52,957.605,0,-2.11558,-0.0173073,-0.0363319
253,1678.35,957.256,0,-2.11762,-0.0256787,-0.0295892
254,1678.16,957.055,0,-2.11761,-0.0276838,-0.0332349
255,1678.04,956.771,0,-2.11851,-0.0228327,-0.0311571
256,1677.93,956.579,0,-2.11851,-0.021313,-0.0297243
257,1677.79,956.366,0,-2.12124,-0.0204379,-0.0303496
258,1677.66,956.075,0,-2.12171,-0.0292818,-0.0342468
259,1677.46,955.8,0,-2.12456,-0.0246075,-0.035278
260,1677.31,955.633,0,-2.12539,-0.0185735,-0.0359548
261,1677.11,955.308,0,-2.12616,-0.0179193,-0.0322681
262,1676.93,955.072,0,-2.12561,-0.0184468,-0.0291519
263,1676.89,954.866,0,-2.12517,-0.0213908,-0.0274991
264,1676.74,954.631,0,-2.12631,-0.0220597,-0.0275087
265,1676.54,954.373,0,-2.12732,-0.0225632,-0.0266223
266,1676.4,954.153,0,-2.12762,-0.0237627,-0.0214779
267,1676.3,953.92,0,-2.12603,-0.0225957,-0.0210332
268,1676.11,953.684,0,-2.12813,-0.0234394,-0.0244633
269,1676,953.561,0,-2.12953,-0.0173665,-0.0316318
270,1675.77,953.308,0,-2.13229,-0.0234261,-0.0317448
271,1675.7,953.045,0,-2.13018,-0.0243977,-0.0284657
272,1675.58,952.863,0,-2.12969,-0.0217004,-0.029265
273,1675.4,952.605,0,-2.12843,-0.0214253,-0.028558
274,1675.29,952.371,0,-2.12655,-0.0210092,-0.0269867
275,1675.14,952.232,0,-2.12768,-0.0190144,-0.0271433
276,1674.95,951.939,0,-2.12729,-0.0223918,-0.0269621
277,1674.8,951.622,0,-2.12612,-0.0258585,-0.0217867
278,1674.7,951.476,0,-2.12461,-0.0248692,-0.0246894
279,1674.59,951.393,0,-2.12526,-0.0319093,-0.0164518
280,1674.39,950.899,0,-2.12047,-0.0319064,-0.0133661
281,1674.29,950.862,0,-2.11802,-0.0255914,-0.0166688
282,1674.05,950.517,0,-2.11315,-0.024154,-0.0172865
283,1673.98,950.273,0,-2.10509,-0.0235872,-0.0156721
284,1673.79,950.033,0,-2.10001,-0.0181005,-0.0199184
285,1673.73,949.922,0,-2.09395,-0.00796391,-0.0169658
286,1673.55,949.552,0,-2.08549,-0.0162075,-0.0211294
287,1673.39,949.341,0,-2.07703,-0.0118679,-0.0205303
288,1673.24,949.137,0,-2.07133,-0.0126622,-0.0197843
289,1673.07,948.865,0,-2.06123,-0.016013,-0.0189485
290,1673,948.655,0,-2.05403,-0.0135013,-0.0159583
291,1672.9,948.421,0,-2.04011,-0.00927142,-0.0162125
292,1672.76,948.145,0,-2.03203,-0.0162149,-0.0138194
293,1672.71,947.951,0,-2.01997,-0.0168932,-0.0121061
294,1672.56,947.719,0,-2.01,-0.0205151,-0.019984
295,1672.34,947.418,0,-1.99735,-0.021413,-0.021627
296,1672.24,947.255,0,-1.98683,-0.0191588,-0.0328835
297,1672.1,946.909,0,-1.9722,-0.0167114,-0.0305343
298,1671.98,946.649,0,-1.95872,-0.0160716,-0.0246667
299,1671.92,946.424,0,-1.94189,-0.0114033,-0.0153279
300,1671.85,946.242,0,-1.93184,-0.00801778,-0.015287
301,1671.71,945.932,0,-1.91621,-0.0110987,-0.0133651
302,1671.61,945.758,0,-1.90433,-0.00679087,-0.0138403
303,1671.5,945.324,0,-1.88504,-0.0111899,-0.0149441
304,1671.4,945.101,0,-1.87348,-0.0117314,-0.0146279
305,1671.27,944.75,0,-1.85361,-0.010708,-0.0155041
306,1671.23,944.549,0,-1.84029,-0.0146555,-0.0152809
307,1671.26,944.196,0,-1.81762,-0.0156908,-0.0102153
308,1671.18,944,0,-1.80762,-0.0172377,-0.00734699
309,1671.01,943.586,0,-1.78799,-0.0156676,-0.00580244
310,1670.98,943.416,0,-1.77457,-0.0167394,-0.0071789
311,1670.98,943.19,0,-1.7541,-0.0138044,-0.00562498
312,1670.93,942.853,0,-1.74068,-0.0169412,-0.0068609
313,1670.87,942.607,0,-1.72157,-0.0145412,-0.00454799
314,1670.74,942.391,0,-1.70955,-0.0128914,-0.00540839
315,1670.76,941.96,0,-1.68634,-0.0141022,-0.00372732
316,1670.71,941.719,0,-1.67226,-0.0207008,-0.000623431
317,1670.67,941.528,0,-1.6533,-0.017669,-0.00580918
318,1670.76,941.306,0,-1.63756,-0.0185314,-0.00249564
319,1670.68,940.896,0,-1.6152,-0.0173812,-0.00237253
320,1670.6,940.852,0,-1.60597,-0.0153872,0.000687024
321,1670.78,940.24,0,-1.57738,-0.0155708,0.00115339
322,1670.81,940.075,0,-1.56773,-0.0181638,0.000954186
323,1670.73,939.764,0,-1.54257,-0.0232811,0.00291093
324,1670.69,939.592,0,-1.52929,-0.00514447,-0.0182948
325,1670.73,939.464,0,-1.50896,-0.00355386,-0.00644848
326,1670.61,938.949,0,-1.49558,-0.018946,-0.0115222
327,1670.67,938.689,0,-1.47341,-0.0132183,-0.0167593
328,1670.65,938.581,0,-1.46238,-0.00866768,-0.0186381
329,1670.7,938.215,0,-1.43721,-0.00782478,-0.0167919
330,1670.74,937.937,0,-1.42204,-0.0100974,-0.0133434
331,1670.81,937.654,0,-1.40095,-0.00676282,-0.0123234
332,1670.81,937.437,0,-1.3892,-0.00711891,-0.00162922
333,1670.89,937.131,0,-1.36774,-0.00876514,-0.0108491
334,1670.87,936.781,0,-1.35534,-0.00464215,-0.016427
335,1671.05,936.795,0,-1.3354,0.00405228,-0.00627518
336,1671.15,936.51,0,-1.32067,0.00381897,-0.000233378
337,1671.22,936.002,0,-1.29996,-0.00129488,0.00242615
338,1671.26,935.748,0,-1.28615,-0.00366728,0.00233084
339,1671.27,935.412,0,-1.26067,-0.00496291,-0.00685268
340,1671.45,935.261,0,-1.25225,-0.0161744,-0.00423792
341,1671.48,934.924,0,-1.22903,-0.0136631,0.000580642
342,1671.54,934.716,0,-1.2193,-0.015077,-4.30394e-06
343,1671.65,934.331,0,-1.19673,-0.0165605,0.000791267
344,1671.72,934.106,0,-1.18623,-0.0191884,0.00344446
345,1671.91,933.978,0,-1.16546,-0.0103791,0.013197
346,1671.94,933.684,0,-1.15568,-0.0250072,0.0141105
347,1672.08,933.436,0,-1.13455,-0.0174361,0.00751394
348,1672.24,933.229,0,-1.12489,-0.0224473,0.00915599
349,1672.28,932.871,0,-1.10426,-0.0237036,0.00426537
350,1672.41,932.619,0,-1.08959,-0.0248374,0.00507352
351,1672.49,932.48,0,-1.07529,-0.0252029,0.00245225
352,1672.68,932.168,0,-1.0563,-0.0280363,0.00546108
353,1672.88,931.932,0,-1.03714,-0.0280335,0.00742177
354,1672.98,931.675,0,-1.02679,-0.0239549,0.0066586
355,1673.1,931.437,0,-1.00808,-0.0258907,0.00409479
356,1673.14,931.195,0,-0.997089,-0.0265873,0.0044494
357,1673.35,931.037,0,-0.97861,-0.0139989,0.00432147
358,1673.5,930.83,0,-0.965957,-0.0122904,0.00501369
359,1673.71,930.511,0,-0.943933,-0.018859,-0.00529928
360,1673.81,930.293,0,-0.936715,-0.0191107,-0.00732814
361,1673.98,930.061,0,-0.91945,-0.0195255,-0.0116364
362,1674.16,929.834,0,-0.908505,-0.0205324,-0.0131406
363,1674.37,929.495,0,-0.891025,-0.0235002,-0.0155832
364,1674.55,929.321,0,-0.881323,-0.0209085,-0.013961
365,1674.75,929.09,0,-0.862995,-0.0234142,-0.0128921
366,1674.82,928.923,0,-0.854639,-0.0241565,-0.0129997
367,1674.98,928.666,0,-0.839435,-0.0240544,-0.0140388
368,1675.15,928.506,0,-0.835004,-0.0227003,-0.013328
369,1675.45,928.348,0,-0.821316,-0.023812,-0.0146389
370,1675.61,928.12,0,-0.81306,-0.0224909,-0.0158459
371,1675.83,928.05,0,-0.802,-0.0230521,-0.0149764
372,1675.93,927.801,0,-0.795868,-0.0237128,-0.0163585
373,1676.11,927.559,0,-0.78286,-0.0122462,-0.023011
374,1676.36,927.324,0,-0.775591,-0.0132462,-0.0210205
375,1676.54,927.16,0,-0.76551,-0.0107774,-0.0261922
376,1676.8,926.951,0,-0.7578,-0.0104202,-0.0269556
377,1676.96,926.773,0,-0.749481,-0.0093705,-0.0308723
378,1677.08,926.509,0,-0.745622,-0.0094673,-0.0299949
379,1677.41,926.323,0,-0.73561,-0.0111343,-0.0308812
380,1677.58,926.039,0,-0.730379,-0.0129244,-0.0324937
381,1677.84,925.853,0,-0.719846,-0.0116043,-0.0314294
382,1677.93,925.68,0,-0.717687,-0.0118792,-0.0326129
383,1678.25,925.555,0,-0.710498,-0.0129012,-0.0303166
384,1678.52,925.338,0,-0.704743,-0.0125021,-0.0314398
385,1678.71,925.057,0,-0.69769,-0.018317,-0.0343651
386,1678.98,924.923,0,-0.693758,-0.0132091,-0.0317223
387,1679.11,924.721,0,-0.6903,-0.0117064,-0.0305405
388,1679.31,924.629,0,-0.688317,-0.0088076,-0.0267455
389,1679.59,924.368,0,-0.68145,-0.0102353,-0.0264663
