id,x,y,z,yaw,pitch,roll
95,-298.7,238.152,-12.8319,2.45495,-0.00406409,0.0421022
96,-298.868,238.293,-12.8207,2.45549,-0.00635225,0.0408709
97,-299.015,238.441,-12.8042,2.45664,-0.00779089,0.0398731
98,-299.162,238.553,-12.8043,2.45684,-0.0095852,0.0379493
99,-299.309,238.683,-12.8235,2.45788,-0.0105629,0.0369387
100,-299.445,238.825,-12.82,2.45759,-0.00922431,0.0358952
101,-299.588,238.948,-12.8384,2.45803,-0.00789605,0.0356571
102,-299.75,239.074,-12.8485,2.45906,-0.00704717,0.0376529
103,-299.896,239.192,-12.8276,2.4587,-0.00604644,0.0405368
104,-300.043,239.313,-12.8143,2.45938,-0.00644373,0.0388618
105,-300.203,239.463,-12.8162,2.45975,-0.00728085,0.0366338
106,-300.361,239.612,-12.8287,2.46053,-0.00684834,0.0348198
107,-300.505,239.726,-12.8528,2.46133,-0.00585608,0.0343581
108,-300.658,239.839,-12.8518,2.46177,-0.00552479,0.0335877
109,-300.801,239.971,-12.8522,2.46267,-0.00491756,0.0309231
110,-300.99,240.106,-12.8552,2.46344,-0.00502342,0.0304479
111,-301.136,240.247,-12.8463,2.46367,-0.00586819,0.0292781
112,-301.272,240.379,-12.8411,2.46349,-0.00574617,0.0283665
113,-301.44,240.513,-12.8384,2.46393,-0.00422794,0.0263264
114,-301.596,240.639,-12.8308,2.46595,-0.00429355,0.023279
115,-301.741,240.756,-12.8189,2.46877,-0.00537734,0.021815
116,-301.925,240.898,-12.8171,2.47067,-0.00681499,0.0188701
117,-302.087,241.019,-12.8155,2.47298,-0.00628618,0.0167506
118,-302.243,241.159,-12.8281,2.47472,-0.00594852,0.0173532
119,-302.397,241.287,-12.8294,2.47808,-0.00545992,0.0167063
120,-302.572,241.405,-12.8334,2.48019,-0.00494874,0.01659
121,-302.731,241.541,-12.8361,2.48215,-0.00441938,0.0167331
122,-302.893,241.68,-12.8323,2.4844,-0.00507837,0.0161759
123,-303.087,241.8,-12.848,2.48716,-0.00486982,0.0161024
124,-303.27,241.935,-12.833,2.49041,-0.00449133,0.0149516
125,-303.413,242.043,-12.8372,2.49323,-0.00526456,0.0138928
126,-303.583,242.167,-12.8354,2.49638,-0.00505511,0.0132249
127,-303.754,242.287,-12.84,2.49951,-0.00528681,0.0122751
128,-303.936,242.423,-12.851,2.50373,-0.00460884,0.0119705
129,-304.102,242.539,-12.8434,2.50903,-0.00431094,0.0110437
130,-304.271,242.658,-12.8419,2.51348,-0.00432225,0.0108388
131,-304.466,242.777,-12.8556,2.51868,-0.00417477,0.0117958
132,-304.642,242.891,-12.8421,2.52456,-0.00658233,0.0143807
133,-304.838,242.964,-12.8508,2.53259,-0.00918632,0.0166944
134,-305.044,243.084,-12.8454,2.54215,-0.0109763,0.0150792
135,-305.205,243.203,-12.8638,2.55213,-0.0132481,0.0114679
136,-305.399,243.298,-12.8635,2.56308,-0.0129333,0.00750511
137,-305.605,243.411,-12.878,2.57499,-0.0131046,0.00711638
138,-305.783,243.499,-12.8804,2.5863,-0.0129462,0.00738733
139,-305.993,243.571,-12.8836,2.59805,-0.0131369,0.00775846
140,-306.194,243.645,-12.8888,2.61054,-0.0132922,0.00723142
141,-306.4,243.725,-12.8808,2.62381,-0.0138451,0.00707409
142,-306.58,243.782,-12.8863,2.63667,-0.014226,0.00731643
143,-306.816,243.864,-12.867,2.6504,-0.0140913,0.00348467
144,-306.999,243.919,-12.8619,2.66642,-0.0153171,0.00050513
145,-307.196,243.987,-12.8678,2.68055,-0.0146813,0.00302388
146,-307.4,244.034,-12.8574,2.69548,-0.0138673,0.00389893
147,-307.619,244.09,-12.8661,2.71156,-0.0134684,0.00516822
148,-307.849,244.136,-12.8839,2.72856,-0.0143278,0.00789568
149,-308.065,244.186,-12.8659,2.74683,-0.0129968,0.00700371
150,-308.29,244.202,-12.8705,2.76588,-0.012335,0.00576659
151,-308.512,244.241,-12.865,2.78696,-0.0116543,0.00459544
152,-308.738,244.252,-12.865,2.80766,-0.0115078,0.00254872
153,-308.959,244.267,-12.8627,2.82897,-0.0115049,0.00142483
154,-309.199,244.28,-12.8825,2.85169,-0.0107434,0.00234874
155,-309.423,244.273,-12.8841,2.87548,-0.0104209,0.00343256
156,-309.651,244.26,-12.8722,2.8981,-0.00909883,0.00237254
157,-309.918,244.267,-12.8795,2.92199,-0.00822671,0.00115428
158,-310.121,244.217,-12.8805,2.94653,-0.00714476,-0.000697525
159,-310.346,244.199,-12.8799,2.9715,-0.00734885,-0.00153409
160,-310.574,244.159,-12.8925,2.99676,-0.00721335,-0.000979518
161,-310.813,244.121,-12.8818,3.02168,-0.00627741,-0.000367896
162,-311.052,244.071,-12.884,3.04678,-0.00609145,0.000888687
163,-311.284,244.007,-12.8947,3.07216,-0.00570313,0.00222946
164,-311.512,243.942,-12.9055,3.09777,-0.00654863,0.00357142
165,-311.752,243.892,-12.903,3.12397,-0.00640138,0.00360725
166,-311.984,243.8,-12.9068,-3.13242,-0.00517631,0.00368778
167,-312.263,243.766,-12.9152,-3.10609,-0.00490312,0.00410473
168,-312.437,243.632,-12.9175,-3.07844,-0.0034146,0.00388919
169,-312.691,243.539,-12.9269,-3.05121,-0.00449604,0.0043814
170,-312.913,243.421,-12.9295,-3.02337,-0.00519223,0.00553985
171,-313.155,243.308,-12.9251,-2.99534,-0.00449518,0.00609862
172,-313.397,243.187,-12.9228,-2.9665,-0.0033975,0.00756236
173,-313.629,243.065,-12.9177,-2.93871,-3.2299e-05,0.00898301
174,-313.856,242.93,-12.9147,-2.91012,0.00173132,0.00969906
175,-314.085,242.801,-12.924,-2.88083,0.0018656,0.0105446
176,-314.316,242.641,-12.9149,-2.85201,0.000926857,0.0122028
177,-314.545,242.488,-12.9145,-2.82355,-0.000562183,0.0120916
178,-314.777,242.309,-12.9245,-2.79524,-0.00462015,0.00950928
179,-315.035,242.121,-12.9454,-2.76613,-0.00595163,0.00904612
180,-315.294,241.947,-12.962,-2.73756,-0.00573576,0.0125878
181,-315.551,241.738,-12.9524,-2.709,-0.00509872,0.0148654
182,-315.81,241.532,-12.9425,-2.68182,-0.00464358,0.0154548
183,-316.034,241.319,-12.9496,-2.65525,-0.00176149,0.0156404
184,-316.287,241.092,-12.9515,-2.62911,-0.000403865,0.0142802
185,-316.526,240.853,-12.9465,-2.602,0.00260463,0.0127903
186,-316.772,240.641,-12.9435,-2.57901,0.00313907,0.00927396
187,-317.02,240.421,-12.9502,-2.55769,0.00535561,0.00465373
188,-317.245,240.179,-12.9728,-2.53769,0.00618119,0.00097086
189,-317.49,239.964,-13.0082,-2.51918,0.00592535,0.00268018
190,-317.731,239.72,-13.0097,-2.50198,0.00553709,0.00597623
191,-317.962,239.493,-13.0093,-2.48555,0.00327034,0.00937804
192,-318.21,239.278,-12.993,-2.46846,0.00150887,0.0105163
193,-318.421,239.012,-13.0055,-2.45118,0.000154327,0.01164
194,-318.654,238.765,-12.9948,-2.43465,0.00173119,0.013074
195,-318.867,238.5,-13.0281,-2.41707,0.00100317,0.0115353
196,-319.127,238.284,-13.0433,-2.40101,0.000174554,0.0101711
197,-319.326,238.018,-13.0195,-2.38559,-0.00329876,0.00926278
198,-319.563,237.734,-13.0248,-2.37047,-0.0058171,0.00916372
199,-319.801,237.489,-13.0445,-2.35683,-0.00810592,0.0109707
200,-320.028,237.188,-13.0548,-2.34398,-0.0123011,0.0122625
201,-320.259,236.899,-13.0178,-2.33268,-0.0170759,0.0114962
