id,x,y,z,yaw,pitch,roll
213,1860.03,868.034,0,0.0436744,0.00280915,-0.011776
214,1860.42,868.161,0,0.0492737,0.00228512,-0.0110454
215,1860.6,868.195,0,0.0492478,0.00303182,-0.0106719
216,1860.8,868.161,0,0.0492585,0.00343652,-0.0114609
217,1861.41,868.169,0,0.050805,0.00412301,-0.0189634
218,1861.61,868.189,0,0.0523989,0.00410681,-0.0162165
219,1861.74,868.204,0,0.0540893,0.00416842,-0.0179229
220,1862.4,868.241,0,0.0520272,0.000424081,-0.0132601
221,1862.58,868.278,0,0.0546863,-0.000107452,-0.0147081
222,1862.69,868.281,0,0.0562093,-0.00156905,-0.0129793
223,1863.34,868.31,0,0.0550802,-0.000545931,-0.00892363
224,1863.58,868.29,0,0.0573206,-0.00421756,-0.0272874
225,1863.69,868.302,0,0.0594593,-0.00445054,-0.031108
226,1864.3,868.315,0,0.0574462,-0.00416651,-0.0294953
227,1864.54,868.298,0,0.0579341,-0.00495694,-0.0308063
228,1864.69,868.353,0,0.0597608,-0.00148525,-0.0303802
229,1865.22,868.378,0,0.0628381,-0.000589851,-0.0290387
230,1865.51,868.37,0,0.0597623,-0.00218449,-0.0293658
231,1865.67,868.417,0,0.0616472,-0.00223536,-0.0280574
232,1865.87,868.415,0,0.0640123,-0.00294859,-0.026665
233,1866.48,868.374,0,0.0611949,-0.00546701,-0.0271043
234,1866.65,868.44,0,0.061927,-0.00593166,-0.0236997
235,1866.83,868.535,0,0.0644544,-0.0071897,-0.0270063
236,1867.44,868.449,0,0.0594539,-0.00989403,-0.0282246
237,1867.68,868.474,0,0.0608935,-0.0232697,-0.0328364
238,1867.86,868.491,0,0.0624108,-0.0230891,-0.0333585
239,1868.44,868.519,0,0.0587379,-0.0124036,-0.031441
240,1868.61,868.52,0,0.0570946,-0.0117449,-0.0341007
241,1868.81,868.615,0,0.0595643,-0.0095053,-0.0294666
242,1869.46,868.582,0,0.0551089,-0.00844998,-0.0278114
243,1869.64,868.603,0,0.056129,-0.00476607,-0.0230783
244,1869.73,868.704,0,0.0592859,-0.00661938,-0.0252725
245,1870.52,868.618,0,0.0536457,-0.005459,-0.0240625
246,1870.72,868.693,0,0.0553643,-0.00559813,-0.0226464
247,1871.23,868.689,0,0.0507086,-0.00122058,-0.018307
248,1871.55,868.718,0,0.0528253,-0.00578124,-0.0223252
249,1871.69,868.778,0,0.0533447,-0.000935675,-0.0183896
250,1872.38,868.746,0,0.0497644,0.0012049,-0.0201559
251,1872.58,868.705,0,0.0504184,-0.00268135,-0.0238579
252,1872.9,868.81,0,0.0494087,-0.00135614,-0.020783
253,1873.43,868.809,0,0.0483994,-0.00262535,-0.0232264
254,1873.65,868.778,0,0.0474063,-0.00608738,-0.0256505
255,1874.21,868.715,0,0.043389,-0.00868964,-0.0361261
256,1874.53,868.771,0,0.0440866,-0.00771452,-0.0318959
257,1875.05,868.716,0,0.0393689,-0.00870041,-0.033819
258,1875.35,868.763,0,0.0390176,-0.00719864,-0.0328014
259,1875.61,868.885,0,0.0424092,-0.00907574,-0.0342827
260,1876.18,868.772,0,0.0346322,-0.00807375,-0.0339059
261,1876.47,868.808,0,0.0338463,-0.00913283,-0.032797
262,1877.06,868.838,0,0.0320561,-0.00984279,-0.0340926
263,1877.3,868.844,0,0.0324699,-0.0109052,-0.0326468
264,1877.58,868.926,0,0.0344256,-0.0114289,-0.0326
265,1878.17,868.85,0,0.0284567,-0.0103291,-0.0300641
266,1878.41,868.921,0,0.0309926,-0.0124594,-0.031638
267,1879.04,868.845,0,0.0273764,-0.011571,-0.031108
268,1879.32,868.884,0,0.0274094,-0.0126153,-0.0302326
269,1879.61,868.905,0,0.0286847,-0.0127546,-0.0295043
270,1880.24,868.903,0,0.0248213,-0.0133822,-0.0320102
271,1880.39,868.95,0,0.0245744,-0.00850277,-0.0302683
272,1881.11,868.96,0,0.0194683,-0.00113296,-0.0210088
273,1881.28,869.005,0,0.0215622,-0.00218882,-0.0258841
274,1882.02,868.982,0,0.0178675,-0.0010268,-0.0188886
275,1882.24,868.962,0,0.0203012,-0.00186995,-0.0244767
276,1882.42,868.989,0,0.0228931,-0.00455972,-0.0267427
277,1883.16,868.958,0,0.0173847,-0.00145789,-0.0178486
278,1883.35,868.986,0,0.0212258,0.000217278,-0.0177992
279,1884.09,869.032,0,0.0166467,-0.000666703,-0.0168167
280,1884.3,869.038,0,0.0195944,0.000691367,-0.0188552
281,1885,869.055,0,0.0158542,0.00371117,-0.0147293
282,1885.21,869.119,0,0.018806,-0.000150418,-0.0204974
283,1885.34,869.084,0,0.0217637,0.0016259,-0.0152396
284,1886.12,869.003,0,0.0169425,0.00493772,-0.0111696
285,1886.33,869.07,0,0.0189815,0.00460802,-0.0111923
286,1887.06,869.027,0,0.0148714,0.00420797,-0.0144347
287,1887.26,869.016,0,0.0190715,0.00585528,-0.0102976
288,1887.95,868.987,0,0.0126,0.00362621,-0.013386
289,1888.18,869.047,0,0.0157433,0.0075518,-0.0062163
290,1888.86,869.03,0,0.0127433,0.00507634,-0.00625451
291,1889.13,869.025,0,0.0182936,0.00291188,-0.00624197
292,1889.32,869.026,0,0.0186748,0.00235291,-0.00521205
293,1890.07,869.002,0,0.0152167,0.00467971,-0.00139262
294,1890.26,868.993,0,0.0167498,0.00623957,-0.00109625
295,1890.97,868.962,0,0.0135153,0.00341087,-0.000567101
296,1891.2,868.982,0,0.0167223,0.00532429,-0.000668204
297,1891.57,869.026,0,0.0175152,0.00489317,0.000504594
298,1892.13,868.974,0,0.0159302,0.00527166,0.00386074
299,1892.39,869.056,0,0.0169849,0.00729025,0.00874682
300,1893,868.957,0,0.0144507,0.0044981,0.00250558
301,1893.3,869,0,0.0164222,0.00351729,0.00258334
302,1893.93,868.954,0,0.013454,0.00323305,0.00248606
303,1894.21,868.964,0,0.01708,0.00248177,-0.00447805
304,1894.43,868.987,0,0.0173651,0.00302418,-0.00263072
305,1895.04,869.007,0,0.0141875,0.000561621,-0.000890042
306,1895.27,869.007,0,0.0153906,0.00409164,-0.00114038
307,1896,868.989,0,0.0146999,0.00166317,-0.0063068
308,1896.24,869.053,0,0.0157245,0.00160584,-0.00564141
309,1896.92,869.011,0,0.0151272,0.00144323,-0.008837
310,1897.16,869.026,0,0.0150662,0.00069974,-0.0093615
311,1897.43,869.035,0,0.0126046,4.83992e-06,-0.0139169
312,1898.29,869.063,0,0.0138558,-0.000641889,-0.0111278
313,1899,869.03,0,0.0147221,-0.00421899,-0.0164639
314,1899.22,869.065,0,0.015927,-0.00146436,-0.0139433
315,1899.48,869.128,0,0.0161105,-0.0023571,-0.00995411
316,1900.13,869.119,0,0.0174248,-0.00333139,-0.0113446
317,1900.38,869.198,0,0.0170432,-0.00348086,-0.0100784
318,1901.02,869.118,0,0.0161155,-0.00370193,-0.00785455
319,1901.25,869.179,0,0.0157113,-0.0044533,-0.00907907
320,1902,869.13,0,0.0172843,-0.00777545,-0.0106199
321,1902.18,869.107,0,0.0143409,-0.00561772,-0.00498955
322,1902.94,869.084,0,0.0151669,-0.0105345,-0.00289174
323,1903.13,869.09,0,0.0151379,-0.00785262,-0.00869334
324,1903.45,869.132,0,0.0148741,-0.00965088,-0.00716424
325,1904.13,869.13,0,0.0157368,-0.0118071,-0.00106591
326,1904.36,869.141,0,0.0160179,-0.000328368,-0.00889954
327,1905.01,869.129,0,0.0161744,-0.00388682,-0.0107339
328,1905.24,869.082,0,0.0184297,-0.00862122,-0.031972
329,1905.93,869.025,0,0.0176007,-0.00927194,-0.0306105
330,1906.17,869.12,0,0.0182213,-0.00555379,-0.0237166
331,1906.9,869.021,0,0.0176363,-0.00755768,-0.0296818
332,1907.15,869.146,0,0.0180818,-7.72238e-05,-0.0104257
333,1907.37,869.164,0,0.0183582,-0.0060847,-0.0168718
334,1908.07,869.221,0,0.0184014,-0.00212664,-0.0120445
335,1908.36,869.216,0,0.0185956,-0.000855185,-0.00943907
336,1909.04,869.173,0,0.0195073,-0.00445412,-0.0130533
337,1909.27,869.251,0,0.0187781,-0.00400176,-0.0111155
338,1909.98,869.165,0,0.020508,-0.00523628,-0.0120876
339,1910.2,869.344,0,0.0211548,-0.0045013,-0.0111144
340,1910.54,869.334,0,0.0229241,-0.00375551,-0.0131467
341,1911.12,869.22,0,0.021674,-0.0070927,-0.0152226
342,1911.42,869.324,0,0.0237211,-0.00566542,-0.00491474
343,1912.14,869.337,0,0.0233931,-0.0066123,-0.00447006
344,1912.42,869.428,0,0.0217258,-0.0198749,0.00784077
345,1913.06,869.259,0,0.0236499,-0.00806982,-0.00817728
346,1913.31,869.448,0,0.0225871,-0.0190937,0.00920611
347,1913.87,869.485,0,0.0234961,-0.0236061,0.00270127
348,1914.21,869.423,0,0.0235744,-0.0198909,-0.00305797
349,1914.58,869.546,0,0.0259399,-0.0221096,-0.00154321
350,1915.13,869.42,0,0.0256521,-0.01943,-0.00680795
351,1915.44,869.501,0,0.0254561,-0.0187467,-0.00352057
352,1916.07,869.462,0,0.0262867,-0.0189607,-0.00471608
353,1916.36,869.511,0,0.0244541,-0.0188871,-0.00506139
354,1916.94,869.548,0,0.0263696,-0.0196689,-0.00354261
355,1917.32,869.483,0,0.0270999,-0.0186851,-0.00804127
356,1917.66,869.585,0,0.0291725,-0.0179369,-0.00673304
357,1918.14,869.656,0,0.027859,-0.0187031,-0.00865687
358,1918.55,869.611,0,0.0268181,-0.0185488,-0.00526199
359,1919.07,869.668,0,0.0287108,-0.0185804,-0.00709769
360,1919.41,869.567,0,0.0274744,-0.0187438,-0.00731869
361,1919.95,869.624,0,0.0286503,-0.0183497,-0.00834475
362,1920.3,869.56,0,0.0275189,-0.0134415,-0.0131831
363,1920.69,869.628,0,0.0307718,-0.0123266,-0.0134831
364,1921.13,869.706,0,0.0303971,-0.00465953,-0.0128883
365,1921.57,869.642,0,0.0336209,-0.000592872,-0.00739477
366,1922.09,869.817,0,0.032844,-0.00642895,-0.00426829
367,1922.51,869.76,0,0.0353477,-0.00269954,-0.00793921
368,1923.04,869.709,0,0.0340658,-0.00665487,-0.00749162
369,1923.32,869.808,0,0.0347858,-0.0088743,-0.0101208
370,1923.77,869.715,0,0.0354556,-0.00726463,-0.00961562
371,1924.25,869.734,0,0.0361344,-0.00975768,-0.0103028
372,1924.67,869.736,0,0.0365146,-0.010641,-0.0110828
373,1925.18,869.823,0,0.0367519,-0.019537,-0.000996269
374,1925.56,869.844,0,0.0366137,-0.0193129,0.0010786
375,1926.12,869.811,0,0.0376694,-0.0181599,0.000114634
376,1926.48,869.812,0,0.0363904,-0.0149249,0.00352612
377,1926.97,869.869,0,0.0370255,-0.017693,0.00218807
378,1927.34,869.935,0,0.0385964,-0.0167863,0.00230381
379,1927.88,869.804,0,0.0390556,-0.0142798,-0.00166085
380,1928.26,869.984,0,0.039651,-0.0158795,0.00362578
381,1928.79,869.909,0,0.041185,-0.0120298,-0.000369145
382,1929.16,869.919,0,0.0396979,-0.011885,0.00078963
383,1929.6,869.918,0,0.040441,-0.0125653,0.00103278
384,1930.09,869.913,0,0.0440377,-0.0129112,-0.000159107
385,1930.49,870.056,0,0.042098,-0.0210686,0.00105412
386,1930.95,869.974,0,0.041459,-0.0210595,-5.79192e-05
387,1931.36,870.034,0,0.0437831,-0.0208889,-0.00116254
388,1931.82,870.019,0,0.0424808,-0.018097,0.000769551
389,1932.24,870.066,0,0.0427575,-0.014918,-0.000326806
390,1932.67,870.099,0,0.0450349,-0.019351,0.00169482
391,1933.13,870.135,0,0.0428021,-0.0190337,-0.00158833
392,1933.57,870.198,0,0.0430084,-0.0182481,0.000833009
393,1934.04,870.074,0,0.040321,-0.014501,-0.00367054
394,1934.49,870.071,0,0.0413304,-0.0149667,-0.000431206
395,1934.88,870.117,0,0.040485,-0.0111949,-0.00142988
396,1935.26,870.175,0,0.040775,-0.0107071,-0.00237635
